0,0.1,0.49,1,0.49,1,0.49,1,0.49,1,0.49,1,0.49,1,0.49,1,0.49,1,0.49,1,0.49,1,0.49,1,0.49,1,0.49,1,0.49,1,0.49,1,0.49,1,0.49,1,0.49,1,0.49,1,0.49,1,0.49,1,0.49,1,0.49,1,0.49,1,0.49,1,0.49,1,0.49,1,0.49,1,0.49,1,0.49,1,0.49,1,0.49,1,0.49,1,0.49,1,0.49,1,0.49,1,0.49,1,0.49,1,0.49,1,0.49,1,0.49,1,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,2.11072e-12,2.11072e-12,2.11072e-12,2.11072e-12,2.11072e-12,2.11072e-12,2.11072e-12,2.11072e-12,2.11072e-12,2.11072e-12,2.11072e-12,2.11072e-12,2.11072e-12,2.11072e-12,2.11072e-12,2.11072e-12,2.11072e-12,2.11072e-12,2.11072e-12,2.11072e-12,2.11072e-12,2.11072e-12,2.11072e-12,2.11072e-12,2.11072e-12,2.11072e-12,2.11072e-12,2.11072e-12,2.11072e-12,2.11072e-12,2.11072e-12,2.11072e-12,2.11072e-12,2.11072e-12,2.11072e-12,2.11072e-12,2.11072e-12,2.11072e-12,2.11072e-12,2.11072e-12,2.11072e-12,
0.1,0.2,0.4851244185,0.9900498338,0.4851244185,0.9900498338,0.4851244185,0.9900498338,0.4851244185,0.9900498338,0.4851244185,0.9900498338,0.4851244185,0.9900498338,0.4851244185,0.9900498338,0.4851244185,0.9900498338,0.4851244185,0.9900498338,0.4851244185,0.9900498338,0.4851244185,0.9900498338,0.4851244185,0.9900498338,0.4851244185,0.9900498338,0.4851244185,0.9900498338,0.4851244185,0.9900498338,0.4851244185,0.9900498338,0.4851244185,0.9900498338,0.4851244185,0.9900498338,0.4851244185,0.9900498338,0.4851244185,0.9900498338,0.4851244185,0.9900498338,0.4851244185,0.9900498338,0.4851244185,0.9900498338,0.4851244185,0.9900498338,0.4851244185,0.9900498338,0.4851244185,0.9900498338,0.4851244185,0.9900498338,0.4851244185,0.9900498338,0.4851244185,0.9900498338,0.4851244185,0.9900498338,0.4851244185,0.9900498338,0.4851244185,0.9900498338,0.4851244185,0.9900498338,0.4851244185,0.9900498338,0.4851244185,0.9900498338,0.4851244185,0.9900498338,0.4851244185,0.9900498338,0.4851244185,0.9900498338,0.4851244185,0.9900498338,0.4851244185,0.9900498338,0.4851244185,0.9900498338,0.504925,0.504925,0.504925,0.504925,0.504925,0.504925,0.504925,0.504925,0.504925,0.504925,0.504925,0.504925,0.504925,0.504925,0.504925,0.504925,0.504925,0.504925,0.504925,0.504925,0.504925,0.504925,0.504925,0.504925,0.504925,0.504925,0.504925,0.504925,0.504925,0.504925,0.504925,0.504925,0.504925,0.504925,0.504925,0.504925,0.504925,0.504925,0.504925,0.504925,0.504925,4.22254e-12,4.22254e-12,4.22254e-12,4.22254e-12,4.22254e-12,4.22254e-12,4.22254e-12,4.22254e-12,4.22254e-12,4.22254e-12,4.22254e-12,4.22254e-12,4.22254e-12,4.22254e-12,4.22254e-12,4.22254e-12,4.22254e-12,4.22254e-12,4.22254e-12,4.22254e-12,4.22254e-12,4.22254e-12,4.22254e-12,4.22254e-12,4.22254e-12,4.22254e-12,4.22254e-12,4.22254e-12,4.22254e-12,4.22254e-12,4.22254e-12,4.22254e-12,4.22254e-12,4.22254e-12,4.22254e-12,4.22254e-12,4.22254e-12,4.22254e-12,4.22254e-12,4.22254e-12,4.22254e-12,
0.2,0.3,0.4802973499,0.9801986733,0.4802973499,0.9801986733,0.4802973499,0.9801986733,0.4802973499,0.9801986733,0.4802973499,0.9801986733,0.4802973499,0.9801986733,0.4802973499,0.9801986733,0.4802973499,0.9801986733,0.4802973499,0.9801986733,0.4802973499,0.9801986733,0.4802973499,0.9801986733,0.4802973499,0.9801986733,0.4802973499,0.9801986733,0.4802973499,0.9801986733,0.4802973499,0.9801986733,0.4802973499,0.9801986733,0.4802973499,0.9801986733,0.4802973499,0.9801986733,0.4802973499,0.9801986733,0.4802973499,0.9801986733,0.4802973499,0.9801986733,0.4802973499,0.9801986733,0.4802973499,0.9801986733,0.4802973499,0.9801986733,0.4802973499,0.9801986733,0.4802973499,0.9801986733,0.4802973499,0.9801986733,0.4802973499,0.9801986733,0.4802973499,0.9801986733,0.4802973499,0.9801986733,0.4802973499,0.9801986733,0.4802973499,0.9801986733,0.4802973499,0.9801986733,0.4802973499,0.9801986733,0.4802973499,0.9801986733,0.4802973499,0.9801986733,0.4802973499,0.9801986733,0.4802973499,0.9801986733,0.4802973499,0.9801986733,0.4802973499,0.9801986733,0.4802973499,0.9801986733,0.499901,0.499901,0.499901,0.499901,0.499901,0.499901,0.499901,0.499901,0.499901,0.499901,0.499901,0.499901,0.499901,0.499901,0.499901,0.499901,0.499901,0.499901,0.499901,0.499901,0.499901,0.499901,0.499901,0.499901,0.499901,0.499901,0.499901,0.499901,0.499901,0.499901,0.499901,0.499901,0.499901,0.499901,0.499901,0.499901,0.499901,0.499901,0.499901,0.499901,0.499901,6.33489e-12,6.33489e-12,6.33489e-12,6.33489e-12,6.33489e-12,6.33489e-12,6.33489e-12,6.33489e-12,6.33489e-12,6.33489e-12,6.33489e-12,6.33489e-12,6.33489e-12,6.33489e-12,6.33489e-12,6.33489e-12,6.33489e-12,6.33489e-12,6.33489e-12,6.33489e-12,6.33489e-12,6.33489e-12,6.33489e-12,6.33489e-12,6.33489e-12,6.33489e-12,6.33489e-12,6.33489e-12,6.33489e-12,6.33489e-12,6.33489e-12,6.33489e-12,6.33489e-12,6.33489e-12,6.33489e-12,6.33489e-12,6.33489e-12,6.33489e-12,6.33489e-12,6.33489e-12,6.33489e-12,
0.3,0.4,0.4755183114,0.9704455336,0.4755183114,0.9704455336,0.4755183114,0.9704455336,0.4755183114,0.9704455336,0.4755183114,0.9704455336,0.4755183114,0.9704455336,0.4755183114,0.9704455336,0.4755183114,0.9704455336,0.4755183114,0.9704455336,0.4755183114,0.9704455336,0.4755183114,0.9704455336,0.4755183114,0.9704455336,0.4755183114,0.9704455336,0.4755183114,0.9704455336,0.4755183114,0.9704455336,0.4755183114,0.9704455336,0.4755183114,0.9704455336,0.4755183114,0.9704455336,0.4755183114,0.9704455336,0.4755183114,0.9704455336,0.4755183114,0.9704455336,0.4755183114,0.9704455336,0.4755183114,0.9704455336,0.4755183114,0.9704455336,0.4755183114,0.9704455336,0.4755183114,0.9704455336,0.4755183114,0.9704455336,0.4755183114,0.9704455336,0.4755183114,0.9704455336,0.4755183114,0.9704455336,0.4755183114,0.9704455336,0.4755183114,0.9704455336,0.4755183114,0.9704455336,0.4755183114,0.9704455336,0.4755183114,0.9704455336,0.4755183114,0.9704455336,0.4755183114,0.9704455336,0.4755183114,0.9704455336,0.4755183114,0.9704455336,0.4755183114,0.9704455336,0.4755183114,0.9704455336,0.494927,0.494927,0.494927,0.494927,0.494927,0.494927,0.494927,0.494927,0.494927,0.494927,0.494927,0.494927,0.494927,0.494927,0.494927,0.494927,0.494927,0.494927,0.494927,0.494927,0.494927,0.494927,0.494927,0.494927,0.494927,0.494927,0.494927,0.494927,0.494927,0.494927,0.494927,0.494927,0.494927,0.494927,0.494927,0.494927,0.494927,0.494927,0.494927,0.494927,0.494927,8.448e-12,8.448e-12,8.448e-12,8.448e-12,8.448e-12,8.448e-12,8.448e-12,8.448e-12,8.448e-12,8.448e-12,8.448e-12,8.448e-12,8.448e-12,8.448e-12,8.448e-12,8.448e-12,8.448e-12,8.448e-12,8.448e-12,8.448e-12,8.448e-12,8.448e-12,8.448e-12,8.448e-12,8.448e-12,8.448e-12,8.448e-12,8.448e-12,8.448e-12,8.448e-12,8.448e-12,8.448e-12,8.448e-12,8.448e-12,8.448e-12,8.448e-12,8.448e-12,8.448e-12,8.448e-12,8.448e-12,8.448e-12,
0.4,0.5,0.4707868252,0.9607894392,0.4707868252,0.9607894392,0.4707868252,0.9607894392,0.4707868252,0.9607894392,0.4707868252,0.9607894392,0.4707868252,0.9607894392,0.4707868252,0.9607894392,0.4707868252,0.9607894392,0.4707868252,0.9607894392,0.4707868252,0.9607894392,0.4707868252,0.9607894392,0.4707868252,0.9607894392,0.4707868252,0.9607894392,0.4707868252,0.9607894392,0.4707868252,0.9607894392,0.4707868252,0.9607894392,0.4707868252,0.9607894392,0.4707868252,0.9607894392,0.4707868252,0.9607894392,0.4707868252,0.9607894392,0.4707868252,0.9607894392,0.4707868252,0.9607894392,0.4707868252,0.9607894392,0.4707868252,0.9607894392,0.4707868252,0.9607894392,0.4707868252,0.9607894392,0.4707868252,0.9607894392,0.4707868252,0.9607894392,0.4707868252,0.9607894392,0.4707868252,0.9607894392,0.4707868252,0.9607894392,0.4707868252,0.9607894392,0.4707868252,0.9607894392,0.4707868252,0.9607894392,0.4707868252,0.9607894392,0.4707868252,0.9607894392,0.4707868252,0.9607894392,0.4707868252,0.9607894392,0.4707868252,0.9607894392,0.4707868252,0.9607894392,0.4707868252,0.9607894392,0.490003,0.490003,0.490003,0.490003,0.490003,0.490003,0.490003,0.490003,0.490003,0.490003,0.490003,0.490003,0.490003,0.490003,0.490003,0.490003,0.490003,0.490003,0.490003,0.490003,0.490003,0.490003,0.490003,0.490003,0.490003,0.490003,0.490003,0.490003,0.490003,0.490003,0.490003,0.490003,0.490003,0.490003,0.490003,0.490003,0.490003,0.490003,0.490003,0.490003,0.490003,1.05621e-11,1.05621e-11,1.05621e-11,1.05621e-11,1.05621e-11,1.05621e-11,1.05621e-11,1.05621e-11,1.05621e-11,1.05621e-11,1.05621e-11,1.05621e-11,1.05621e-11,1.05621e-11,1.05621e-11,1.05621e-11,1.05621e-11,1.05621e-11,1.05621e-11,1.05621e-11,1.05621e-11,1.05621e-11,1.05621e-11,1.05621e-11,1.05621e-11,1.05621e-11,1.05621e-11,1.05621e-11,1.05621e-11,1.05621e-11,1.05621e-11,1.05621e-11,1.05621e-11,1.05621e-11,1.05621e-11,1.05621e-11,1.05621e-11,1.05621e-11,1.05621e-11,1.05621e-11,1.05621e-11,
0.5,0.6,0.466102418,0.9512294245,0.466102418,0.9512294245,0.466102418,0.9512294245,0.466102418,0.9512294245,0.466102418,0.9512294245,0.466102418,0.9512294245,0.466102418,0.9512294245,0.466102418,0.9512294245,0.466102418,0.9512294245,0.466102418,0.9512294245,0.466102418,0.9512294245,0.466102418,0.9512294245,0.466102418,0.9512294245,0.466102418,0.9512294245,0.466102418,0.9512294245,0.466102418,0.9512294245,0.466102418,0.9512294245,0.466102418,0.9512294245,0.466102418,0.9512294245,0.466102418,0.9512294245,0.466102418,0.9512294245,0.466102418,0.9512294245,0.466102418,0.9512294245,0.466102418,0.9512294245,0.466102418,0.9512294245,0.466102418,0.9512294245,0.466102418,0.9512294245,0.466102418,0.9512294245,0.466102418,0.9512294245,0.466102418,0.9512294245,0.466102418,0.9512294245,0.466102418,0.9512294245,0.466102418,0.9512294245,0.466102418,0.9512294245,0.466102418,0.9512294245,0.466102418,0.9512294245,0.466102418,0.9512294245,0.466102418,0.9512294245,0.466102418,0.9512294245,0.466102418,0.9512294245,0.466102418,0.9512294245,0.485127,0.485127,0.485127,0.485127,0.485127,0.485127,0.485127,0.485127,0.485127,0.485127,0.485127,0.485127,0.485127,0.485127,0.485127,0.485127,0.485127,0.485127,0.485127,0.485127,0.485127,0.485127,0.485127,0.485127,0.485127,0.485127,0.485127,0.485127,0.485127,0.485127,0.485127,0.485127,0.485127,0.485127,0.485127,0.485127,0.485127,0.485127,0.485127,0.485127,0.485127,1.26773e-11,1.26773e-11,1.26773e-11,1.26773e-11,1.26773e-11,1.26773e-11,1.26773e-11,1.26773e-11,1.26773e-11,1.26773e-11,1.26773e-11,1.26773e-11,1.26773e-11,1.26773e-11,1.26773e-11,1.26773e-11,1.26773e-11,1.26773e-11,1.26773e-11,1.26773e-11,1.26773e-11,1.26773e-11,1.26773e-11,1.26773e-11,1.26773e-11,1.26773e-11,1.26773e-11,1.26773e-11,1.26773e-11,1.26773e-11,1.26773e-11,1.26773e-11,1.26773e-11,1.26773e-11,1.26773e-11,1.26773e-11,1.26773e-11,1.26773e-11,1.26773e-11,1.26773e-11,1.26773e-11,
0.6,0.7,0.4614646214,0.9417645336,0.4614646214,0.9417645336,0.4614646214,0.9417645336,0.4614646214,0.9417645336,0.4614646214,0.9417645336,0.4614646214,0.9417645336,0.4614646214,0.9417645336,0.4614646214,0.9417645336,0.4614646214,0.9417645336,0.4614646214,0.9417645336,0.4614646214,0.9417645336,0.4614646214,0.9417645336,0.4614646214,0.9417645336,0.4614646214,0.9417645336,0.4614646214,0.9417645336,0.4614646214,0.9417645336,0.4614646214,0.9417645336,0.4614646214,0.9417645336,0.4614646214,0.9417645336,0.4614646214,0.9417645336,0.4614646214,0.9417645336,0.4614646214,0.9417645336,0.4614646214,0.9417645336,0.4614646214,0.9417645336,0.4614646214,0.9417645336,0.4614646214,0.9417645336,0.4614646214,0.9417645336,0.4614646214,0.9417645336,0.4614646214,0.9417645336,0.4614646214,0.9417645336,0.4614646214,0.9417645336,0.4614646214,0.9417645336,0.4614646214,0.9417645336,0.4614646214,0.9417645336,0.4614646214,0.9417645336,0.4614646214,0.9417645336,0.4614646214,0.9417645336,0.4614646214,0.9417645336,0.4614646214,0.9417645336,0.4614646214,0.9417645336,0.4614646214,0.9417645336,0.4803,0.4803,0.4803,0.4803,0.4803,0.4803,0.4803,0.4803,0.4803,0.4803,0.4803,0.4803,0.4803,0.4803,0.4803,0.4803,0.4803,0.4803,0.4803,0.4803,0.4803,0.4803,0.4803,0.4803,0.4803,0.4803,0.4803,0.4803,0.4803,0.4803,0.4803,0.4803,0.4803,0.4803,0.4803,0.4803,0.4803,0.4803,0.4803,0.4803,0.4803,1.4794e-11,1.4794e-11,1.4794e-11,1.4794e-11,1.4794e-11,1.4794e-11,1.4794e-11,1.4794e-11,1.4794e-11,1.4794e-11,1.4794e-11,1.4794e-11,1.4794e-11,1.4794e-11,1.4794e-11,1.4794e-11,1.4794e-11,1.4794e-11,1.4794e-11,1.4794e-11,1.4794e-11,1.4794e-11,1.4794e-11,1.4794e-11,1.4794e-11,1.4794e-11,1.4794e-11,1.4794e-11,1.4794e-11,1.4794e-11,1.4794e-11,1.4794e-11,1.4794e-11,1.4794e-11,1.4794e-11,1.4794e-11,1.4794e-11,1.4794e-11,1.4794e-11,1.4794e-11,1.4794e-11,
0.7,0.8,0.4568729717,0.9323938199,0.4568729717,0.9323938199,0.4568729717,0.9323938199,0.4568729717,0.9323938199,0.4568729717,0.9323938199,0.4568729717,0.9323938199,0.4568729717,0.9323938199,0.4568729717,0.9323938199,0.4568729717,0.9323938199,0.4568729717,0.9323938199,0.4568729717,0.9323938199,0.4568729717,0.9323938199,0.4568729717,0.9323938199,0.4568729717,0.9323938199,0.4568729717,0.9323938199,0.4568729717,0.9323938199,0.4568729717,0.9323938199,0.4568729717,0.9323938199,0.4568729717,0.9323938199,0.4568729717,0.9323938199,0.4568729717,0.9323938199,0.4568729717,0.9323938199,0.4568729717,0.9323938199,0.4568729717,0.9323938199,0.4568729717,0.9323938199,0.4568729717,0.9323938199,0.4568729717,0.9323938199,0.4568729717,0.9323938199,0.4568729717,0.9323938199,0.4568729717,0.9323938199,0.4568729717,0.9323938199,0.4568729717,0.9323938199,0.4568729717,0.9323938199,0.4568729717,0.9323938199,0.4568729717,0.9323938199,0.4568729717,0.9323938199,0.4568729717,0.9323938199,0.4568729717,0.9323938199,0.4568729717,0.9323938199,0.4568729717,0.9323938199,0.4568729717,0.9323938199,0.475521,0.475521,0.475521,0.475521,0.475521,0.475521,0.475521,0.475521,0.475521,0.475521,0.475521,0.475521,0.475521,0.475521,0.475521,0.475521,0.475521,0.475521,0.475521,0.475521,0.475521,0.475521,0.475521,0.475521,0.475521,0.475521,0.475521,0.475521,0.475521,0.475521,0.475521,0.475521,0.475521,0.475521,0.475521,0.475521,0.475521,0.475521,0.475521,0.475521,0.475521,1.69122e-11,1.69122e-11,1.69122e-11,1.69122e-11,1.69122e-11,1.69122e-11,1.69122e-11,1.69122e-11,1.69122e-11,1.69122e-11,1.69122e-11,1.69122e-11,1.69122e-11,1.69122e-11,1.69122e-11,1.69122e-11,1.69122e-11,1.69122e-11,1.69122e-11,1.69122e-11,1.69122e-11,1.69122e-11,1.69122e-11,1.69122e-11,1.69122e-11,1.69122e-11,1.69122e-11,1.69122e-11,1.69122e-11,1.69122e-11,1.69122e-11,1.69122e-11,1.69122e-11,1.69122e-11,1.69122e-11,1.69122e-11,1.69122e-11,1.69122e-11,1.69122e-11,1.69122e-11,1.69122e-11,
0.8,0.9,0.4523270097,0.9231163464,0.4523270097,0.9231163464,0.4523270097,0.9231163464,0.4523270097,0.9231163464,0.4523270097,0.9231163464,0.4523270097,0.9231163464,0.4523270097,0.9231163464,0.4523270097,0.9231163464,0.4523270097,0.9231163464,0.4523270097,0.9231163464,0.4523270097,0.9231163464,0.4523270097,0.9231163464,0.4523270097,0.9231163464,0.4523270097,0.9231163464,0.4523270097,0.9231163464,0.4523270097,0.9231163464,0.4523270097,0.9231163464,0.4523270097,0.9231163464,0.4523270097,0.9231163464,0.4523270097,0.9231163464,0.4523270097,0.9231163464,0.4523270097,0.9231163464,0.4523270097,0.9231163464,0.4523270097,0.9231163464,0.4523270097,0.9231163464,0.4523270097,0.9231163464,0.4523270097,0.9231163464,0.4523270097,0.9231163464,0.4523270097,0.9231163464,0.4523270097,0.9231163464,0.4523270097,0.9231163464,0.4523270097,0.9231163464,0.4523270097,0.9231163464,0.4523270097,0.9231163464,0.4523270097,0.9231163464,0.4523270097,0.9231163464,0.4523270097,0.9231163464,0.4523270097,0.9231163464,0.4523270097,0.9231163464,0.4523270097,0.9231163464,0.4523270097,0.9231163464,0.470789,0.470789,0.470789,0.470789,0.470789,0.470789,0.470789,0.470789,0.470789,0.470789,0.470789,0.470789,0.470789,0.470789,0.470789,0.470789,0.470789,0.470789,0.470789,0.470789,0.470789,0.470789,0.470789,0.470789,0.470789,0.470789,0.470789,0.470789,0.470789,0.470789,0.470789,0.470789,0.470789,0.470789,0.470789,0.470789,0.470789,0.470789,0.470789,0.470789,0.470789,1.90323e-11,1.90323e-11,1.90323e-11,1.90323e-11,1.90323e-11,1.90323e-11,1.90323e-11,1.90323e-11,1.90323e-11,1.90323e-11,1.90323e-11,1.90323e-11,1.90323e-11,1.90323e-11,1.90323e-11,1.90323e-11,1.90323e-11,1.90323e-11,1.90323e-11,1.90323e-11,1.90323e-11,1.90323e-11,1.90323e-11,1.90323e-11,1.90323e-11,1.90323e-11,1.90323e-11,1.90323e-11,1.90323e-11,1.90323e-11,1.90323e-11,1.90323e-11,1.90323e-11,1.90323e-11,1.90323e-11,1.90323e-11,1.90323e-11,1.90323e-11,1.90323e-11,1.90323e-11,1.90323e-11,
0.9,1,0.4478262808,0.9139311853,0.4478262808,0.9139311853,0.4478262808,0.9139311853,0.4478262808,0.9139311853,0.4478262808,0.9139311853,0.4478262808,0.9139311853,0.4478262808,0.9139311853,0.4478262808,0.9139311853,0.4478262808,0.9139311853,0.4478262808,0.9139311853,0.4478262808,0.9139311853,0.4478262808,0.9139311853,0.4478262808,0.9139311853,0.4478262808,0.9139311853,0.4478262808,0.9139311853,0.4478262808,0.9139311853,0.4478262808,0.9139311853,0.4478262808,0.9139311853,0.4478262808,0.9139311853,0.4478262808,0.9139311853,0.4478262808,0.9139311853,0.4478262808,0.9139311853,0.4478262808,0.9139311853,0.4478262808,0.9139311853,0.4478262808,0.9139311853,0.4478262808,0.9139311853,0.4478262808,0.9139311853,0.4478262808,0.9139311853,0.4478262808,0.9139311853,0.4478262808,0.9139311853,0.4478262808,0.9139311853,0.4478262808,0.9139311853,0.4478262808,0.9139311853,0.4478262808,0.9139311853,0.4478262808,0.9139311853,0.4478262808,0.9139311853,0.4478262808,0.9139311853,0.4478262808,0.9139311853,0.4478262808,0.9139311853,0.4478262808,0.9139311853,0.4478262808,0.9139311853,0.466105,0.466105,0.466105,0.466105,0.466105,0.466105,0.466105,0.466105,0.466105,0.466105,0.466105,0.466105,0.466105,0.466105,0.466105,0.466105,0.466105,0.466105,0.466105,0.466105,0.466105,0.466105,0.466105,0.466105,0.466105,0.466105,0.466105,0.466105,0.466105,0.466105,0.466105,0.466105,0.466105,0.466105,0.466105,0.466105,0.466105,0.466105,0.466105,0.466105,0.466105,2.11563e-11,2.11563e-11,2.11563e-11,2.11563e-11,2.11563e-11,2.11563e-11,2.11563e-11,2.11563e-11,2.11563e-11,2.11563e-11,2.11563e-11,2.11563e-11,2.11563e-11,2.11563e-11,2.11563e-11,2.11563e-11,2.11563e-11,2.11563e-11,2.11563e-11,2.11563e-11,2.11563e-11,2.11563e-11,2.11563e-11,2.11563e-11,2.11563e-11,2.11563e-11,2.11563e-11,2.11563e-11,2.11563e-11,2.11563e-11,2.11563e-11,2.11563e-11,2.11563e-11,2.11563e-11,2.11563e-11,2.11563e-11,2.11563e-11,2.11563e-11,2.11563e-11,2.11563e-11,2.11563e-11,
